well_id,well_name,lat,long,aquifer_id
14,Spanish Town Road,18.0138,-76.8429,2
15,Elim Wharf,18.1204,-77.6873,5
21,Barnett (Pies River),18.4557,-77.9205,7
23,Hunts Bay Power Station,17.9741,-76.8085,2
31,Black River Crane Road,18.0185,-77.84,5
35,Congrieve Park 4,17.9602,-76.9129,3
37,Elim CH,18.1023,-77.6742,5
38,Ellis 4 (Factory 60),18.0171,-76.9114,3
39,Fellowship Hall 1(R),17.952,-76.965,3
41,Hill Run MW 5 (Piezo. 1),17.9388,-76.9763,3
48,Newcastle,18.068,-77.6468,5
50,Portmore 2  (Hyman),17.9858,-76.8733,3
53,Hunts Bay Tivoli Depot - Marcus Garvey Drive,17.9728,-76.807,2
56,Amity Hall CH 1,17.9469,-77.0475,3
61,Elim near A.D.C.-  Rice Mill  Dug,18.1182,-77.6763,5
63,Fish River 2 CH,18.337,-78.3109,6
65,Government Park 1,17.9653,-76.9292,3
67,Greys Inn - Annotto Bay (Banana 1)  (EB1),18.2641,-76.7908,10
72,March Pen 2,17.9567,-76.9482,3
75,Phoenix Park 1,18.0022,-76.8938,3
76,Retreat 1,18.252,-78.2643,6
79,Salt Pond 3 (Great Salt Pond 7),17.9547,-76.9286,3
82,Spanish Town Road (New Well),18.0133,-76.8392,2
83,Tucker,18.4515,-77.8982,7
84,Amity Hall 1 (North),17.953512,-77.047656,3
87,Barton Isle,18.1241,-77.7221,5
91,Bushy Park (Allen),17.9314,-77.071,3
92,Campbelton CH,18.3468,-78.2822,6
96,Fish River 1 CH,18.3428,-78.3,6
98,Half Way Tree 4,17.9784,-76.9017,3
101,Morant Estates 2,17.9064,-76.435,1
102,Mount Pleasant,18.3632,-78.2955,6
110,Santa Cruz,18.0625,-77.7078,5
111,Sheffield  Spring (Tobie Well),18.3044,-78.2986,6
112,Spice Grove,17.967,-77.8208,5
115,Barton Isles,18.1302,-77.7079,5
117,Cumberland Pen,18.001,-76.8801,3
120,Goshen 3,17.9608,-76.9182,3
122,Hill Run MW 5 (Piezo. 2),17.9406,-76.9755,3
123,Logwood 2 CH,18.3514,-78.2934,6
131,Mountainside,17.9924,-77.7626,5
132,New Hope CH,18.2469,-78.2301,6
134,North Syndicate,17.9855,-76.9063,3
137,Reid's Pen 2 (Braeton),17.9496,-76.9132,3
138,Spicy Grove,17.9706,-77.8153,5
142,Winchester 2 CH,18.364,-78.273,7
144,Arlington Dug 5,18.0036,-77.7718,5
146,Caymanas CH 2,18.0315,-76.8982,3
147,Cookson 3,17.967,-76.9086,3
150,Fonthill 2,18.0432,-77.9193,6
155,Logwood 1 CH,18.3522,-78.2911,6
156,Morelands 1 CH,17.8218,-77.2152,4
158,Naggo Head MW 4,17.9648,-76.8818,3
160,Negril Town CH,18.2789,-78.3442,6
161,Orange Bay 1 CH,18.3538,-78.3044,6
162,Santoy 2,18.3578,-78.2863,6
163,Shaw Park Beach Hotel 3,18.414,-77.0733,9
170,Treasure Beach,17.8838,-77.7663,5
173,Campechie (March Pen),17.96,-76.9381,3
176,Deeside,18.3896,-77.7479,8
178,Exploratory 16 - Pencar River (EB 16),18.2537,-76.7646,10
182,Hope Bay,18.2022,-76.5663,10
185,Long Mountain,17.9723,-76.7458,2
188,New River Property,18.079,-77.7107,5
190,Pondside North,17.9867,-77.8131,5
191,Portmore 1,17.9745,-76.8889,3
194,Round Hill,17.9886,-77.7373,5
195,Santa Cruz  West,18.0594,-77.7151,5
197,Springfield (Goodyear 1),17.8832,-76.4268,1
199,St. John's Road CH,17.9998,-76.9701,3
201,Cockpit 1 CH (Short Pipe),17.8749,-77.1513,4
202,Cockpit 2 CH (Tall Pipe),17.875,-77.1513,4
203,Silver Spring CH 1 (Cocoa Walk),18.2991,-78.2961,6
204,Congrieve Park 4(R),17.9588,-76.9123,3
205,Cow Pen Brighton-New River Property,18.0709,-77.6812,5
206,Delve CH,18.271,-78.2554,6
213,Minto,18.508,-77.7326,8
214,Morant Estates 1,17.8993,-76.4297,1
215,New River,18.075,-77.7093,5
216,Parnassus CH 1 (nearest river),17.9281,-77.2576,4
217,Parnassus CH 2 (nearest tobacco house),17.9253,-77.2576,4
218,Springfield CH,17.8852,-76.4248,1
225,Cumberland Monitoring Well 1 (Piezo. 1),17.9761,-76.881,3
226,Cumberland Monitoring Well 1 (Piezo. 2),17.9761,-76.881,3
230,Exploratory 6 - Wagwater (EB 6),18.2625,-76.8087,10
234,Gibraltar - Annotto Bay (Banana 4) (EB 4),18.2484,-76.7663,10
236,Highgate - Corn Piece,18.2664,-76.8577,10
237,Llandillo 2,18.2338,-78.1455,6
240,Mountainside,17.9716,-77.7485,5
243,Sally Hall,18.1001,-77.7449,5
245,Springfield 1 CH,18.2793,-78.2906,6
246,Springfield Well - Morant Bay,17.8851,-76.4241,1
249,Bog 1 CH,17.8265,-77.2382,4
251,Brampton Farm,17.9252,-77.1035,3
256,Fullerswood,17.9993,-77.7887,5
258,Georgia (Export 1),18.2576,-76.8031,10
259,Georgia (Export 2),18.2566,-76.8059,10
260,Pear Tree Bottom,18.455282,-77.36236,9
267,Bernard Lodge 2,17.9698,-76.934,3
273,Chovey 1(R),18.2605,-76.8077,10
274,Cookson (NWA) (new well),17.964,-76.9073,3
275,Exploratory 10 - Wagwater (EB 10),18.2586,-76.8044,10
276,Fairfield,18.4524,-77.9064,7
278,Frenchman 2,18.0709,-77.8129,5
280,Fullerswood Pen,17.9979,-77.8059,5
282,Hampstead,17.884,-76.5687,1
283,Knoxwood,17.9963,-77.7464,5
284,Lammie - Agualta Vale,18.2449,-76.8124,10
287,Sally Hall,18.1048,-77.7403,5
288,Salt River CH,17.8291,-77.1848,4
291,Santoy 1,18.3587,-78.2868,6
292,Small Wood,17.9547,-77.0079,3
294,Tryall 1 (Flint River),18.4452,-78.0495,7
297,Wilton,18.0542,-77.6557,5
298,Woodstock,18.2383,-76.671,10
299,Barton,18.1354,-77.7187,5
300,Bog Walk 1 (NWC Bybrook 1),18.102,-77.004,3
305,Fort George 2,18.2425,-76.768,10
306,Goodyear 4 (1R),17.885,-76.4266,1
309,Hunts Bay 5 (Spanish Town Road 5),18.0047,-76.8337,2
310,Hunts Bay Power Station (R),17.973,-76.8087,2
313,Morant Estates 3,17.9098,-76.4374,1
314,Morelands 2A(R),17.8165,-77.2198,4
315,Mountainside,17.9808,-77.7491,5
316,Mountainside,17.9737,-77.7503,5
318,Paul Island,18.2707,-78.1847,6
319,Silver Spring CH 2,18.3128,-78.2966,6
320,Springfield (Stanton Estates 3),17.8919,-76.4329,1
323,Wakefield 2-Bog Walk,18.1051,-77.0398,3
329,Georgia 1,18.2552,-76.8061,10
330,Goshen L.S.,18.0568,-77.6385,5
331,Haughton,18.0893,-77.738,5
334,Jordan Run 1(R),18.2489,-76.8135,10
338,Spring Garden Corehole,18.2742,-78.272,6
339,Elim,18.123,-77.675,5
342,Billy Bay,17.891732,-77.782788,5
346,Tryall 2 (Flint River 2),18.4435,-78.0511,7
348,Grants Level 2,18.1468,-76.4679,10
350,Hyde Expl. 1,18.1279,-76.9863,3
351,Jericho 2 (New Linstead),18.1582,-77.045,3
354,Long Bay,18.1071,-76.3208,10
357,Negril Spots (Wind Mill),18.2641,-78.2921,6
359,Shenton,18.1163,-76.9978,3
360,Slipe,18.0545,-77.7927,5
362,Treasure Beach,17.8822,-77.7458,5
363,Yallahs/Highgate Expl 1,17.8779,-76.5705,1
364,Belle Isle,18.2884,-78.1745,6
367,Cookson 4,17.9686,-76.8978,3
369,Georges Valley,18.1101,-77.6334,5
370,Goshen 3A,17.961,-76.9179,3
371,Goshen L.S.,18.0525,-77.6403,5
375,Lime Tree 2,17.9811,-76.9253,3
376,London Piece - Albion,17.895,-76.6085,1
379,Parottee,17.9634,-77.8192,5
384,Springvale Property,18.382,-77.7681,8
387,Venecia CH,18.1235,-77.0182,3
388,West Potosi,17.9435,-76.3655,1
389,Albion 3 CH,17.8766,-76.6035,1
390,Ashton,18.0494,-77.8567,5
396,Golden Grove 1,18.2559,-76.7329,10
399,Holland Well,18.105,-77.8107,5
402,Negril Spots (Flatwell),18.2611,-78.2884,6
404,New River  Property,18.0735,-77.7187,5
405,Orchard Estates,18.4526,-78.0398,7
407,Starve Gut,17.9302,-77.8007,5
408,Wakefield 1-Bog Walk,18.1103,-77.0456,3
410,Wallywash (Parottee),17.965,-77.8091,5
414,Ashenheim Road,17.9893,-76.8225,2
415,Braes River (near clinic and P.O.),18.0895,-77.6434,5
417,Grosmond,18.0682,-77.6663,5
418,Guinep Pen,17.9805,-76.8876,3
421,Jericho 1,18.1582,-77.045,3
422,Naggo Head 1,17.984,-76.8939,3
423,Newlands 3,17.9705,-76.9007,3
425,Sheffield (Stores Well),18.2738,-78.2974,6
